BHK,Price,registration_charges,localities,super_built_up_area,carpet_area,price_per_sqft,bathroom,balconies,status,additional_room,transaction_type,floorNum,funrished_status,address,facing,projectName,Area_sqft,Property_Type,regions,price_in_inr
2.0,₹1.25 Cr,"₹6,99,999",Thanisandra Main Road,1090.0,895,11467.0,2.0,0.0,Not specified,None,Resale,10,Unfurnished,31004.,Not Specified,Bhartiya City Nikoo Homes V Phase 1,1090.0,Multistorey Apartment,Bangalore,12500000.0
2.0,₹65 Lac,Not specified,Subbana Layout,1184.0,972,5489.0,2.0,0.0,Ready to move,Store Room,Resale,5,Furnished,Subbana Layout,East,Saravana Tranquil Heights,1184.0,Multistorey Apartment,Bangalore,6500000.0
2.0,₹1.6 Cr,Not specified,Hebbal,1440.0,1182,11111.0,2.0,2.0,Ready to move,Store Room,Resale,1,Unfurnished,Hebbal,North - East,Mantri Manyata Lithos,1440.0,Multistorey Apartment,Bangalore,16000000.0
2.0,₹74 Lac,Not specified,Thirumenahalli,1040.0,780,7115.0,2.0,2.0,Ready to move,None,Resale,1,Furnished,Thirumenahalli,North - East,SLV Green City,1040.0,Multistorey Apartment,Bangalore,7400000.0
3.0,₹2.5 Cr,Not specified,Kogilu,1660.0,1410,15060.0,3.0,2.0,Ready to move,None,Resale,11,Semi-Furnished,brigade northridge c block,West,Brigade Northridge,1660.0,Multistorey Apartment,Bangalore,25000000.0
3.0,₹1.3 Cr,Not specified,Yelahanka,2380.0,1900,5462.0,4.0,2.0,Ready to move,Study Room,Resale,4,Not Specified,Yelahanka,West,Legacy Estilo,2380.0,Multistorey Apartment,Bangalore,13000000.0
4.0,₹2.3 Cr,Not specified,Coffee Board Layout,2258.0,2258,10186.0,4.0,0.0,Ready to move,None,Resale,4,Furnished,407.,Not Specified,Sai Kalyan Cubics,2258.0,Multistorey Apartment,Bangalore,23000000.0
3.0,₹1.36 Cr,"₹7,61,599",Hennur Main Road,1400.0,1149,9714.0,2.0,0.0,Ready to move,None,Resale,1,Semi-Furnished,Hennur Main Road,West,Shriram Luxor,1400.0,Multistorey Apartment,Bangalore,13600000.000000002
2.0,₹95 Lac,"₹5,32,000",Bagalur Main Road,799.0,656,11889.0,2.0,0.0,Ready to move,None,Resale,16,Furnished,Bagalur Main Road,Not Specified,Helio at Brigade El Dorado,799.0,Multistorey Apartment,Bangalore,9500000.0
3.0,₹1.2 Cr,Not specified,Hebbal Kempapura,1495.0,1227,8026.0,2.0,0.0,Ready to move,None,Resale,1,Semi-Furnished,Hebbal Kempapura,Not Specified,BSR Sunshine,1495.0,Multistorey Apartment,Bangalore,12000000.0
3.0,₹1.3 Cr,"₹7,27,999",Jalahalli West,1550.0,1450,8387.0,2.0,0.0,Ready to move,Store Room,Resale,7,Not Specified,Shriram SameekshaNew Gangamma Gudi Police Station Road,East,Shriram Sameeksha,1550.0,Multistorey Apartment,Bangalore,13000000.0
3.0,₹50 Lac,Not specified,Yelahanka,1380.0,1133,3623.0,2.0,0.0,Ready to move,None,Resale,4,Unfurnished,Nagenalli gate Doddabhalapura raod Yalahanka bangalore-64,Not Specified,DS Max Status,1380.0,Multistorey Apartment,Bangalore,5000000.0
2.0,₹65 Lac,"₹3,63,999",Thanisandra,1100.0,975,5909.0,2.0,0.0,Ready to move,None,Resale,4,Semi-Furnished,Thanisandra,North,SLV Enclave,1100.0,Multistorey Apartment,Bangalore,6500000.0
2.0,₹1.14 Cr,"₹6,38,399",Thanisandra,1004.0,824,11354.0,2.0,2.0,Not specified,None,Resale,20,Unfurnished,Thanisandra,North - East,Sobha Dream Gardens,1004.0,Multistorey Apartment,Bangalore,11399999.999999998
3.0,₹1.6 Cr,Not specified,Thanisandra,1290.0,1059,12403.0,2.0,0.0,Not specified,Study Room,Resale,19,Unfurnished,Thanisandra,East,Nikoo Homes IV,1290.0,Multistorey Apartment,Bangalore,16000000.0
3.0,₹2.35 Cr,"₹13,15,999",Hennur Main Road,2040.0,1400,11519.0,3.0,3.0,Not specified,Store Room,New Property,2,Unfurnished,F3-202.,West,Radiance Gardenia,2040.0,Multistorey Apartment,Bangalore,23500000.0
2.0,₹50 Lac,"₹2,80,000",Sonnenahalli,1038.0,810,4816.0,2.0,2.0,Ready to move,None,New Property,3,Unfurnished,Happy garden layout,East,UNKNOWN,1038.0,Multistorey Apartment,Bangalore,5000000.0
3.0,₹2.9 Cr,Not specified,Thanisandra,2367.0,1417,12251.0,3.0,0.0,Ready to move,None,Resale,32,Semi-Furnished,Thanisandra,Not Specified,Bhartiya City Nikoo Homes Phase 2,2367.0,Penthouse,Bangalore,29000000.0
2.0,₹1.17 Cr,Not specified,Msr College Road,1300.0,1067,9000.0,2.0,3.0,Ready to move,None,Resale,4,Semi-Furnished,MSR College Road,Not Specified,UNKNOWN,1300.0,Multistorey Apartment,Bangalore,11700000.0
3.0,₹2.3 Cr,Not specified,Thanisandra,2102.0,1726,10941.0,3.0,0.0,Ready to move,None,Resale,19,Semi-Furnished,Thanisandra,Not Specified,UNKNOWN,2102.0,Multistorey Apartment,Bangalore,23000000.0
2.0,₹90 Lac,"₹5,03,999",Hebbal,1000.0,850,9000.0,2.0,2.0,Ready to move,None,Resale,2,Semi-Furnished,Flat no. 203 2nd Floor Saket Apartment 2nd stage 3rd cross Anandnagar Hebbal Banglore 560024. Multistorey Apartments.,North,UNKNOWN,1000.0,Multistorey Apartment,Bangalore,9000000.0
6.0,₹1.25 Cr,Not specified,Agrahara,2550.0,2093,4901.0,5.0,0.0,Ready to move,None,Resale,Not specified,Semi-Furnished,Agrahara,Not Specified,UNKNOWN,2550.0,Residential House,Bangalore,12500000.0
3.0,₹5 Cr,Not specified,T Dasarahalli,2030.0,1666,24630.0,2.0,0.0,Ready to move,None,Resale,1,Unfurnished,T Dasarahalli,Not Specified,UNKNOWN,2030.0,Residential House,Bangalore,50000000.0
2.0,₹69.5 Lac,Not specified,Sector A Byatarayanapura,1250.0,1150,5560.0,2.0,3.0,Ready to move,None,Resale,2,Semi-Furnished,103,Not Specified,UNKNOWN,1250.0,Multistorey Apartment,Bangalore,6950000.0
2.0,₹90 Lac,Not specified,Vidyaranyapura,1198.0,983,7512.0,2.0,0.0,Ready to move,None,Resale,3,Semi-Furnished,Vidyaranyapura,Not Specified,UNKNOWN,1198.0,Multistorey Apartment,Bangalore,9000000.0
2.0,₹1 Cr,Not specified,Venkatachary Nagar,1200.0,1100,8333.0,2.0,2.0,Ready to move,Store Room,Resale,3,Semi-Furnished,Sridhama Residency,East,UNKNOWN,1200.0,Multistorey Apartment,Bangalore,10000000.0
2.0,₹45 Lac,Not specified,Chikkabanavara,1000.0,821,4500.0,2.0,0.0,Ready to move,None,Resale,4,Semi-Furnished,Chikkabanavara,Not Specified,UNKNOWN,1000.0,Builder Floor Apartment,Bangalore,4500000.0
2.0,₹71 Lac,Not specified,Palanahalli,1065.0,1065,6666.0,2.0,0.0,Ready to move,None,Resale,4,Semi-Furnished,Block 2 flat 308,West,RAMS Lakeview Meadows,1065.0,Multistorey Apartment,Bangalore,7100000.0
3.0,₹2.1 Cr,Not specified,Hennur Main Road,2036.0,1671,10314.0,3.0,2.0,Not specified,Study Room,Resale,2,Unfurnished,chikkagubbi main road,West,Radiance Gardenia,2036.0,Multistorey Apartment,Bangalore,21000000.0
2.0,₹1.15 Cr,"₹6,43,999",Vidyaranyapura,1380.0,1080,8333.0,2.0,0.0,Ready to move,None,Resale,Not specified,Semi-Furnished,No 48 5th cross kodigehalli extn,Not Specified,UNKNOWN,1380.0,Residential House,Bangalore,11500000.0
3.0,₹1.3 Cr,Not specified,Shirdi Sai Nagar,1500.0,1200,8666.0,2.0,3.0,Ready to move,Store Room,Resale,Not specified,Semi-Furnished,31,East,UNKNOWN,1500.0,Villa,Bangalore,13000000.0
3.0,₹1.3 Cr,"₹7,27,999",Yelahanka,1810.0,1486,7182.0,3.0,2.0,Ready to move,None,Resale,7,Semi-Furnished,e002hoysala habitat,Not Specified,Hoysala Habitat,1810.0,Multistorey Apartment,Bangalore,13000000.0
3.0,₹2.9 Cr,Not specified,Hennur Main Road,2280.0,1872,12719.0,3.0,0.0,Not specified,None,Resale,14,Furnished,Hennur Main Road,Not Specified,Total Environment In That Quiet Earth,2280.0,Multistorey Apartment,Bangalore,29000000.0
3.0,₹1 Cr,Not specified,Bagalur Main Road,1043.0,856,9587.0,2.0,0.0,Ready to move,None,Resale,15,Unfurnished,Bagalur Main Road,Not Specified,Helio at Brigade El Dorado,1043.0,Multistorey Apartment,Bangalore,10000000.0
2.0,₹55 Lac,Not specified,Billamaranahalli,1410.0,1157,3900.0,2.0,2.0,Ready to move,None,Resale,2,Unfurnished,Billamaranahalli,Not Specified,UNKNOWN,1410.0,Builder Floor Apartment,Bangalore,5500000.0
2.0,₹72 Lac,Not specified,Hebbal,1411.0,1158,5102.0,2.0,0.0,Ready to move,Store Room,Resale,1,Unfurnished,Hebbal,West,Purple Gardens,1411.0,Builder Floor Apartment,Bangalore,7200000.0
2.0,₹50 Lac,Not specified,Doddaballapur Main Road,942.0,773,5307.0,2.0,0.0,Ready to move,None,Resale,3,Semi-Furnished,Doddaballapur Main Road,Not Specified,UNKNOWN,942.0,Multistorey Apartment,Bangalore,5000000.0
3.0,₹1.3 Cr,Not specified,Srirampura,995.0,817,13065.0,2.0,0.0,Ready to move,None,Resale,2,Unfurnished,Srirampura,Not Specified,UNKNOWN,995.0,Residential House,Bangalore,13000000.0
3.0,₹1.65 Cr,Not specified,Canara Bank Layout,1460.0,1345,11301.0,2.0,2.0,Ready to move,None,Resale,2,Furnished,FL 202 ARYA KRISHNA APT RAJIV GANDHI LAYOUT NEAR KODIGEHALLI RAILWAY STATION OPP ALPIN APT VIDYARANYAPURA POST 560097,Not Specified,Arya Krishna Apartments,1460.0,Multistorey Apartment,Bangalore,16500000.0
2.0,₹40.9 Lac,Not specified,Shirdi Sai Nagar,1290.0,1059,3170.0,2.0,0.0,Not specified,None,Resale,Not specified,Unfurnished,Shirdi Sai Nagar,Not Specified,UNKNOWN,1290.0,Residential House,Bangalore,4090000.0
2.0,₹40.2 Lac,Not specified,Nti Layout,1156.0,920,3477.0,2.0,0.0,Not specified,None,Resale,Not specified,Semi-Furnished,NTI Layout,Not Specified,UNKNOWN,1156.0,Multistorey Apartment,Bangalore,4020000.0000000005
4.0,₹2.8 Cr,Not specified,Doddabommasandra,1500.0,1200,18666.0,5.0,2.0,Ready to move,None,Resale,2,Unfurnished,Doddabommasandra,Not Specified,UNKNOWN,1500.0,Residential House,Bangalore,28000000.0
3.0,₹1.42 Cr,Not specified,Amrutahalli,1720.0,1500,8255.0,2.0,0.0,Ready to move,None,Resale,6,Semi-Furnished,Skyline bever. park,Not Specified,Skyline Beverly Park,1720.0,Multistorey Apartment,Bangalore,14200000.0
2.0,₹33 Lac,Not specified,Nanjappa Layout Chamundeswari Layout,1065.0,874,3098.0,2.0,0.0,Not specified,None,Resale,Not specified,Semi-Furnished,Nanjappa Layout Chamundeswari Layout,Not Specified,UNKNOWN,1065.0,Builder Floor Apartment,Bangalore,3300000.0
2.0,₹42.5 Lac,Not specified,Hutchins Road St Thomas Town,1222.0,1003,3477.0,2.0,0.0,Not specified,None,Resale,Not specified,Unfurnished,Hutchins Road,Not Specified,UNKNOWN,1222.0,Multistorey Apartment,Bangalore,4250000.0
3.0,₹57 Lac,Not specified,Hutchins Road St Thomas Town,1640.0,1346,3475.0,3.0,0.0,Not specified,None,Resale,Not specified,Semi-Furnished,Hutchins Road,Not Specified,UNKNOWN,1640.0,Multistorey Apartment,Bangalore,5700000.0
2.0,₹1.05 Cr,Not specified,Kothnur Narayanapura,850.0,697,12352.0,2.0,0.0,Ready to move,None,Resale,3,Unfurnished,Kothnur Narayanapura,Not Specified,UNKNOWN,850.0,Residential House,Bangalore,10500000.0
3.0,₹62.6 Lac,Not specified,Kanakasree Housing Society,1800.0,1478,3477.0,3.0,0.0,Not specified,None,Resale,Not specified,Unfurnished,Kanakasree Housing Society,Not Specified,UNKNOWN,1800.0,Multistorey Apartment,Bangalore,6260000.0
3.0,₹1 Cr,Not specified,Yelahanka,1700.0,1395,5882.0,3.0,0.0,Ready to move,None,Resale,1,Semi-Furnished,Yelahanka,Not Specified,UNKNOWN,1700.0,Multistorey Apartment,Bangalore,10000000.0
2.0,₹1.5 Cr,Not specified,Prashanth Nagar,1000.0,821,15000.0,2.0,0.0,Ready to move,None,Resale,1,Furnished,6th cross,Not Specified,UNKNOWN,1000.0,Builder Floor Apartment,Bangalore,15000000.0
4.0,₹3.5 Cr,"₹19,59,999",Thanisandra,2356.0,1934,14855.0,3.0,3.0,Not specified,None,Resale,1,Unfurnished,Thanisandra,Not Specified,Lodha Mirabelle,2356.0,Multistorey Apartment,Bangalore,35000000.0
3.0,₹1.4 Cr,Not specified,Yeswanthpur,1860.0,1527,7526.0,3.0,4.0,Ready to move,None,Resale,1,Furnished,Digital Park Rd,East,Govianu Ace Grand,1860.0,Multistorey Apartment,Bangalore,14000000.0
3.0,₹1.5 Cr,Not specified,Vidyaranyapura,1390.0,1141,10791.0,3.0,0.0,Ready to move,None,Resale,4,Furnished,Vidyaranyapura,Not Specified,SN Sannidhi Apartment,1390.0,Multistorey Apartment,Bangalore,15000000.0
2.0,₹86 Lac,"₹4,81,599",Hbr Layout,1050.0,1050,8190.0,2.0,0.0,Ready to move,None,Resale,1,Furnished,Gf02 sims Manor 1st stage 2nd block,North,Sims Manor,1050.0,Multistorey Apartment,Bangalore,8600000.0
2.0,₹89 Lac,"₹4,98,399",Kannuru,1078.0,885,8256.0,2.0,2.0,Ready to move,None,Resale,7,Unfurnished,Kannuru,West,Kolte Patil Raaga Phase II,1078.0,Multistorey Apartment,Bangalore,8900000.0
2.0,₹1.22 Cr,"₹6,85,999",Thanisandra,1053.0,864,11585.0,2.0,3.0,Not specified,Store Room,Resale,9,Unfurnished,SOBHA Dream Gardens,North - East,Sobha Dream Gardens,1053.0,Multistorey Apartment,Bangalore,12200000.0
4.0,₹4.1 Cr,Not specified,Hebbal Kempapura,2500.0,2200,16400.0,4.0,3.0,Ready to move,None,Resale,8,Semi-Furnished,Jakkur,East,UNKNOWN,2500.0,Multistorey Apartment,Bangalore,41000000.0
2.0,₹55 Lac,Not specified,K Narayanapura,1100.0,1000,5000.0,2.0,0.0,Ready to move,None,Resale,1,Semi-Furnished,Standalone Building DS Max Sanskruthi K Narayanapura Bangalore.,North - East,UNKNOWN,1100.0,Multistorey Apartment,Bangalore,5500000.0
3.0,₹1.4 Cr,Not specified,Thanisandra,1265.0,1038,11067.0,2.0,0.0,Ready to move,None,Resale,5,Semi-Furnished,Thanisandra,Not Specified,Bhartiya City Nikoo Homes,1265.0,Multistorey Apartment,Bangalore,14000000.0
3.0,₹1.1 Cr,Not specified,Hbr Layout,1378.0,1021,7982.0,3.0,0.0,Ready to move,None,Resale,2,Unfurnished,HBR Layout,North - East,UNKNOWN,1378.0,Multistorey Apartment,Bangalore,11000000.0
3.0,₹1.75 Cr,"₹9,79,999",Hennur Main Road,1482.0,1200,11808.0,2.0,0.0,Ready to move,None,Resale,12,Semi-Furnished,G Tower Purva Palm Beach Elus Rd Hanumanthappa Layout Kyalasanahalli Bengaluru Karnataka.,North - East,Purva Palm Beach,1482.0,Multistorey Apartment,Bangalore,17500000.0
3.0,₹1.2 Cr,Not specified,Yeswanthpur,1500.0,1400,8000.0,2.0,2.0,Ready to move,None,Resale,3,Unfurnished,flat no 306 3rd floor T block Vikram Trinetra retreat apartment Yeshwanthpur industrial Suburb Bangalore Karnataka,West,Vikram Trinetra Retreat,1500.0,Multistorey Apartment,Bangalore,12000000.0
2.0,₹35 Lac,"₹1,95,999",Jalahalli West,745.0,700,4697.0,2.0,2.0,Ready to move,None,Resale,1,Semi-Furnished,4139.,West,Janapriya Heights,745.0,Multistorey Apartment,Bangalore,3500000.0
3.0,₹1.25 Cr,Not specified,Vinayaka Layout Hebbal Kempapura,1500.0,1350,8333.0,3.0,2.0,Ready to move,None,New Property,4,Furnished,Lane opp Sindhi college,North,Century Marvel,1500.0,Multistorey Apartment,Bangalore,12500000.0
2.0,₹1.25 Cr,Not specified,Thanisandra Main Road,1125.0,800,11111.0,2.0,0.0,Ready to move,None,Resale,22,Semi-Furnished,H Tower Nikoo Homes 2 Bhartiya City Thanisandra Bangalore.,East,Bhartiya City Nikoo Homes Phase 2,1125.0,Multistorey Apartment,Bangalore,12500000.0
4.0,₹1.85 Cr,Not specified,Hebbal,2550.0,2450,7254.0,4.0,4.0,Ready to move,Study Room,Resale,2,Semi-Furnished,Hebbal,East,RP Residency,2550.0,Multistorey Apartment,Bangalore,18500000.0
3.0,₹1.38 Cr,"₹7,72,799",Jalahalli,1720.0,1320,8023.0,2.0,2.0,Ready to move,Store Room,Resale,3,Unfurnished,Jalahalli,South - East,Brigade Courtyard,1720.0,Multistorey Apartment,Bangalore,13799999.999999998
5.0,₹1.9 Cr,"₹10,64,000",Vidyaranyapura,3000.0,1441,6333.0,5.0,0.0,Ready to move,None,Resale,1,Unfurnished,58,South,UNKNOWN,3000.0,Residential House,Bangalore,19000000.0
2.0,₹1.57 Cr,Not specified,Thanisandra Main Road,1281.0,1051,12256.0,2.0,0.0,Ready to move,None,Resale,1,Unfurnished,Tower 3,West,Purva Atmosphere,1281.0,Multistorey Apartment,Bangalore,15700000.0
3.0,₹2.65 Cr,Not specified,Hegde Nagar,1680.0,1379,15773.0,3.0,0.0,Ready to move,Store Room,New Property,33,Unfurnished,Hegde Nagar,West,Purva Atmosphere,1680.0,Multistorey Apartment,Bangalore,26500000.0
3.0,₹1.45 Cr,"₹8,11,999",Thanisandra Main Road,1265.0,1050,11462.0,2.0,2.0,Ready to move,None,Resale,1,Furnished,Thanisandra Main Road,Not Specified,Bhartiya City Nikoo Homes V Phase 1,1265.0,Multistorey Apartment,Bangalore,14500000.0
3.0,₹1.6 Cr,Not specified,Jakkur,1800.0,1600,8888.0,2.0,0.0,Ready to move,None,Resale,3,Furnished,Jakkur plantation road,North,Sobha Zircon,1800.0,Multistorey Apartment,Bangalore,16000000.0
3.0,₹3.35 Cr,"₹18,75,999",Hebbal,1655.0,1134,20241.0,3.0,2.0,Ready to move,Study Room,Resale,11,Unfurnished,Hebbal,North - West,L&T Raintree Boulevard,1655.0,Multistorey Apartment,Bangalore,33500000.0
3.0,₹3.65 Cr,Not specified,Hebbal,2850.0,2340,12807.0,4.0,2.0,Ready to move,Servant Room,Resale,6,Unfurnished,Cross,East,Century Ethos,2850.0,Multistorey Apartment,Bangalore,36500000.0
3.0,₹2.5 Cr,Not specified,Hegde Nagar,2144.0,1760,11660.0,3.0,3.0,Ready to move,Store Room,Resale,14,Not Specified,Hegde Nagar,East,Sobha City Casa Paradiso,2144.0,Multistorey Apartment,Bangalore,25000000.0
3.0,₹1 Cr,"₹5,60,000",Coffee Board Layout,1670.0,1450,5988.0,2.0,0.0,Ready to move,None,Resale,3,Unfurnished,Coffee Board layout,North,UNKNOWN,1670.0,Multistorey Apartment,Bangalore,10000000.0
2.0,₹90 Lac,"₹5,03,999",Hennur Main Road,1115.0,915,8071.0,2.0,0.0,Ready to move,None,Resale,1,Unfurnished,Bileshivale Main Road,North - East,Icon SN Luxuria,1115.0,Multistorey Apartment,Bangalore,9000000.0
2.0,₹1.25 Cr,Not specified,Yelahanka,1750.0,1437,7142.0,2.0,0.0,Ready to move,Store Room,Resale,1,Unfurnished,Bhartiya City mall,East,UNKNOWN,1750.0,Residential House,Bangalore,12500000.0
2.0,₹1.1 Cr,"₹6,15,999",Thanisandra Main Road,1050.0,862,10476.0,2.0,0.0,Ready to move,None,Resale,13,Unfurnished,Thanisandra Main Road,North,Sai Kalyan Ultima Smart Homes,1050.0,Multistorey Apartment,Bangalore,11000000.0
2.0,₹40 Lac,Not specified,Sahakara Nagar,1120.0,900,3571.0,2.0,2.0,Ready to move,None,Resale,1,Semi-Furnished,Sahakara Nagar,East,RR Livingston,1120.0,Multistorey Apartment,Bangalore,4000000.0
3.0,₹1.75 Cr,"₹9,79,999",Hennur Main Road,1440.0,1182,12152.0,2.0,2.0,Ready to move,None,Resale,9,Unfurnished,Hennur Main Road,East,Shriram Luxor,1440.0,Multistorey Apartment,Bangalore,17500000.0
2.0,₹1.45 Cr,"₹8,11,999",Doddaballapur Main Road,1304.0,1070,11119.0,2.0,0.0,Ready to move,None,Resale,3,Semi-Furnished,6031.,East,Prestige Royale Gardens,1304.0,Multistorey Apartment,Bangalore,14500000.0
3.0,₹65 Lac,Not specified,M S Palya Road,1130.0,927,5752.0,3.0,0.0,Ready to move,None,Resale,6,Unfurnished,Max Madhura near Ambabhavani temple,Not Specified,UNKNOWN,1130.0,Residential House,Bangalore,6500000.0
2.0,₹55 Lac,"₹3,07,999",Yelahanka,935.0,935,5882.0,2.0,0.0,Ready to move,None,Resale,4,Unfurnished,agrahara badavane,North,Triguna Palm Grove Apartmaents,935.0,Multistorey Apartment,Bangalore,5500000.0
2.0,₹1.25 Cr,Not specified,Yelahanka,1304.0,1008,9585.0,2.0,0.0,Ready to move,None,Resale,11,Semi-Furnished,5111,East,Prestige Royale Gardens,1304.0,Multistorey Apartment,Bangalore,12500000.0
3.0,₹2.6 Cr,Not specified,Hennur Main Road,1846.0,1515,14084.0,4.0,0.0,Ready to move,None,Resale,19,Semi-Furnished,Purva Palm Beach,Not Specified,Purva Palm Beach,1846.0,Multistorey Apartment,Bangalore,26000000.0
3.0,₹1 Cr,"₹5,60,000",Yeswanthpur,1600.0,1313,6250.0,3.0,4.0,Ready to move,None,Resale,10,Unfurnished,Yeswanthpur,Not Specified,IBC Platinum City,1600.0,Multistorey Apartment,Bangalore,10000000.0
2.0,₹1.1 Cr,"₹6,15,999",Hennur Main Road,970.0,796,11340.0,2.0,0.0,Ready to move,None,Resale,19,Unfurnished,Hennur Main Road,Not Specified,Rohan Upavan,970.0,Multistorey Apartment,Bangalore,11000000.0
2.0,₹1.15 Cr,Not specified,Doddaballapur Main Road,1362.0,1118,8443.0,2.0,0.0,Ready to move,None,Resale,12,Semi-Furnished,Doddaballapur Main Road,Not Specified,Prestige Royale Gardens,1362.0,Multistorey Apartment,Bangalore,11500000.0
2.0,₹52.5 Lac,Not specified,Yelahanka,1155.0,950,4545.0,2.0,2.0,Ready to move,None,Resale,5,Semi-Furnished,Yelahanka,Not Specified,GK Lake View,1155.0,Multistorey Apartment,Bangalore,5250000.0
2.0,₹38 Lac,Not specified,Bhuvaneshwari Nagar T Dasarahalli,1200.0,985,3166.0,2.0,0.0,Not specified,None,Resale,Not specified,Unfurnished,Bhuvaneshwari Nagar-T Dasarahalli,Not Specified,UNKNOWN,1200.0,Residential House,Bangalore,3800000.0
2.0,₹58 Lac,Not specified,Vidyaranyapura,1150.0,944,5043.0,2.0,0.0,Ready to move,None,Resale,1,Furnished,Vidyaranyapura,Not Specified,UNKNOWN,1150.0,Multistorey Apartment,Bangalore,5800000.0
3.0,₹1.29 Cr,"₹7,22,399",Bhel Layout Adityanagar,2040.0,600,6323.0,5.0,0.0,Ready to move,Study Room,Resale,1,Unfurnished,BHEL Layout Adityanagar,South -West,UNKNOWN,2040.0,Residential House,Bangalore,12900000.0
4.0,₹1.85 Cr,Not specified,Aditya Nagar Vidyaranyapura,3000.0,2463,6166.0,4.0,2.0,Ready to move,Store Room,New Property,Not specified,Furnished,33,North - West,UNKNOWN,3000.0,Residential House,Bangalore,18500000.0
6.0,₹1.49 Cr,"₹8,34,399",Hbr Layout Block 4,2500.0,2300,5960.0,6.0,3.0,Ready to move,Servant Room,Resale,2,Semi-Furnished,HBR Layout Block 4,North,UNKNOWN,2500.0,Residential House,Bangalore,14900000.0
6.0,₹2.2 Cr,Not specified,Hbr Layout Block 2,2200.0,2200,10000.0,5.0,0.0,Ready to move,None,Resale,3,Semi-Furnished,1241 2nd Cross Teachers Colony HBR,East,UNKNOWN,2200.0,Residential House,Bangalore,22000000.0
2.0,₹82 Lac,"₹4,59,199",Kogilu,1005.0,825,8159.0,2.0,2.0,Ready to move,None,Resale,10,Unfurnished,Kogilu,East,Adarsh Greens,1005.0,Multistorey Apartment,Bangalore,8200000.0
2.0,₹85 Lac,Not specified,Hbr Layout,1000.0,821,8500.0,2.0,3.0,Ready to move,None,Resale,4,Unfurnished,405 slv grand.,East,UNKNOWN,1000.0,Multistorey Apartment,Bangalore,8500000.0
3.0,₹95 Lac,Not specified,Yelahanka,1680.0,1379,5654.0,3.0,0.0,Ready to move,None,Resale,6,Semi-Furnished,002.,Not Specified,Commanders Marvel,1680.0,Multistorey Apartment,Bangalore,9500000.0
3.0,₹1.01 Cr,"₹5,68,175",Bagalur Main Road,1068.0,876,9456.0,2.0,0.0,Ready to move,None,Resale,3,Unfurnished,Aerospace Park Near Shell Office Huvinayakanahalli Bengaluru Karnataka,East,Feldspar at Brigade EL Dorado,1068.0,Multistorey Apartment,Bangalore,10100000.0
3.0,₹2.35 Cr,Not specified,Hebbal,1875.0,1539,12533.0,3.0,3.0,Ready to move,None,Resale,1,Semi-Furnished,H 101.,West,Mantri Manyata Lithos,1875.0,Multistorey Apartment,Bangalore,23500000.0
3.0,₹1.4 Cr,"₹7,83,999",Hebbal,1589.0,1304,8810.0,2.0,0.0,Ready to move,None,Resale,7,Unfurnished,Hebbal,East,Trendsquares Ortus III,1589.0,Multistorey Apartment,Bangalore,14000000.0
